transaction_id,customer_id,main_account_number,transaction_date,amount,debit_credit,description,merchant,category,payment_method,organization_indicator,currency,business_responsible,balance
520ba775-4880-4c8e-ae72-f19761f3653a,ce84cf8e-2b66-4c4a-b663-4be14e95d8c0,GB48DVKK69902355770272,2022-09-15,115.67,credit,ONLINE PAYMENT GONZALEZ LLC ORDER ORD072316,Santiago LLC,Electronics,Credit Card,Individual,EUR,Connie Lawrence,910.48
a3ef851e-3d4e-47b1-8f19-3255658708be,673481da-9294-4eaf-9f00-c2f2c1041f6d,GB68DLCY18567243807017,2022-09-15,682.96,credit,TRANSFER FROM SAMANTHA WELLS INV11460,"Cruz, Lee and Williamson",Personal Care,Mobile Payment,Individual,EUR,Lisa Hensley,45268.38
a75014f3-2bfa-45da-a222-a448bc1d88d2,a6048388-bb32-4b84-a1e4-43d7da71725b,GB86BAXF31177533126610,2022-09-15,703.07,debit,SUBSCRIPTION MOORE INC INV28322,"Cross, Matthews and Neal",Utilities & Rent,Credit Card,Company,EUR,Michele Williams,20487.45
55e02741-9a28-4222-8fdc-a993f5de81fe,941caa0c-c5f0-418a-a0ed-969a67cc9776,GB20JKPM20555438404608,2022-09-15,52.68,credit,PAYMENT WALLACE LLC ORD906075,"Mitchell, Baird and Cruz",Clothing & Accessories,Credit Card,Individual,EUR,Lisa Hensley,17009.87
0a9e3a07-d092-4cdd-aa17-65df2c34303f,a67227fa-fddf-408b-b640-78f5bbbe7af3,GB12WYHL79786305050573,2022-09-15,550.66,credit,PURCHASE REESE-VINCENT ORD549162,Parker LLC,Energy & Fuel,Debit Card,Company,EUR,Gina Moore,166964.85
68b9ee53-fb90-4fba-aa2e-9de0fb39ad53,1fe79a44-1d04-4c1e-828a-a46e220ce3f1,GB68WSES95562053364525,2022-09-15,859.04,credit,PURCHASE MENDOZA AND SONS ORD478477,"Lutz, Clark and Young",Clothing & Accessories,Mobile Payment,Individual,EUR,Jamie Arnold,879.28
0eab3b60-494d-432a-9faf-1591bc94711a,02275f7a-e99b-4543-a294-95b49b5dc061,GB86AKYQ30033542168942,2022-09-15,997.11,credit,TRANSFER FROM DEBORAH JENKINS INV38693,"Brennan, Silva and Bond",Insurance,Credit Card,Individual,EUR,Abigail Shaffer,42701.69
9c2be697-3ffb-4f97-8f0d-6faeb4477f55,72e871b3-c2d3-4967-a626-83ed6070e32e,GB35FGVW46199423767694,2022-09-15,361.46,debit,UTILITY BILL HULL LLC INV36481,Powell-Ford,Personal Care,Debit Card,Individual,EUR,Jamie Arnold,22143.75
012d2a3e-d0f6-4493-8949-88ccb55c660f,3e2b0fd1-f3fd-44fe-b8b5-8ca885eb4e71,GB76AYVN44212146147683,2022-09-15,321.64,debit,"ONLINE PAYMENT WHITAKER, CLARK AND BURKE ORDER ORD061532",Carroll and Sons,Business Insurance,Mobile Payment,Company,EUR,Daniel Wagner,243899.91
52757817-31df-40fb-9005-355b342c18b8,d3f0acee-fd68-4f05-a935-1374c7b2903e,GB31LPQO25587774969033,2022-09-16,741.97,credit,TRANSFER TO HAILEY LANG GB23LCAZ38073702472794,Daniel-Cooper,Utilities & Rent,Credit Card,Company,EUR,Noah Rhodes,337028.7
8a0c62dd-05db-4a3a-adae-c992cc3ba63b,6e61836f-fa3b-4ddb-807b-16579afa60cb,GB15UONN55868512765289,2022-09-16,779.19,debit,"UTILITY BILL MEYER, KIRBY AND TUCKER INV01390",Hess-Hernandez,Financial Services,Credit Card,Individual,EUR,Connie Lawrence,40063.97
0a32b7be-9ded-4674-b38c-1ad05116aee6,9f63c258-0b9b-4000-9dde-f55cf28eaab5,GB48QVLB16579055281832,2022-09-16,368.26,credit,SUBSCRIPTION HART-HILL INV65666,"Bird, Johnson and Payne",Insurance,Credit Card,Individual,EUR,Allison Hill,30257.49
f3d01049-da0f-4072-9485-ef50df919c50,f465a671-b977-42e6-b236-560399d5aabe,GB82SXUQ17946954899529,2022-09-16,652.02,credit,"SUBSCRIPTION PAYNE, POWELL AND MARTINEZ INV07364",Joseph LLC,Transportation,Credit Card,Individual,EUR,Noah Rhodes,31186.65
c43cb41e-30ff-45cb-a5f1-203f46223a9a,a7749fbd-339b-4291-b20b-d76223df687d,GB35RMQE30047868633752,2022-09-16,401.96,credit,SEPA DD MARSHALL LTD MANDATE MAND8163,Hudson Inc,Recruiting & Hiring,Debit Card,Company,EUR,Cristian Santos,305694.39
57f185f0-1b6c-4131-ad8a-02a95df986d3,9e050758-098f-428c-8950-9f1decaee8a4,GB53DCMP19022941318699,2022-09-16,592.12,debit,PURCHASE HARRISON-OSBORNE ORD210162,Small-Stephens,Security Services,Credit Card,Company,EUR,Dylan Miller,70918.07
30c37348-00ea-415e-b299-4e0c24f18e0d,8d783681-99ed-4cda-b272-348029468559,GB51EQTP52677223306046,2022-09-17,853.96,credit,CARD PAYMENT MCKENZIE PLC ALICEMOUTH,"Jackson, Flynn and Campbell",Entertainment,Mobile Payment,Individual,EUR,Gina Moore,46707.96
d95078dd-90f4-4f8e-9de4-540b179a0a75,ee9269ba-138d-43c7-9803-f0bc21e3f101,GB79CKTY99650477358662,2022-09-17,54.01,debit,PURCHASE PHILLIPS PLC ORD962885,Williamson Group,Education & Tuition,Mobile Payment,Individual,EUR,Ryan Munoz,36718.58
14e57195-f620-4d07-b472-7a9341dd6546,290ba8b4-e3c3-450b-92f2-b10d29390a0d,GB08NRRM15335554398780,2022-09-17,50.12,credit,"DIRECT DEBIT JOHNSON, BROWN AND GARCIA INV57570","Macdonald, Peck and Smith",Groceries,Credit Card,Individual,EUR,Monica Herrera,28231.52
8c247f89-86a8-4711-9db5-749c02cba1f5,9c0d5124-1abd-43cd-8879-4845a10c5ebd,GB10XCRC59970629620153,2022-09-17,175.85,credit,"UTILITY BILL WILSON, LOPEZ AND GUTIERREZ INV78537",Osborne Ltd,Professional Services,Mobile Payment,Company,EUR,Lisa Hensley,135792.92
5da1de82-f838-4e92-b1e4-5db54bc2ea1c,cdb9284d-42d7-4a04-b376-95039449c9f1,GB92LHUI39611291093371,2022-09-17,127.59,credit,UTILITY BILL WILLIAMS PLC INV63342,Cole LLC,Business Insurance,Mobile Payment,Company,EUR,Monica Herrera,96579.59
ea8ac7e2-db33-4345-ade8-4d9269419fbd,45027989-1ee0-446c-82a0-0944f8cb509b,GB52GYQD56149784036900,2022-09-17,691.26,credit,"PAYMENT WISE, FIELDS AND SPEARS ORD001327","Everett, Bright and White",Insurance,Mobile Payment,Individual,EUR,Angie Henderson,30923.0
cc33898b-bd79-4984-84f0-3ed7ca2a72f1,478598f5-a18f-4a57-a904-0a5ba431b504,GB92OWJL84384588105697,2022-09-18,693.89,credit,CREDIT FLOYD PLC SALARY APRIL,Romero PLC,Utilities,Mobile Payment,Individual,EUR,Cristian Santos,4093.9
4f77affb-c64c-4709-90db-59c9186cb7c2,9a04da09-2f90-4a68-8196-c4eba10995a0,GB52NHTH82761539669583,2022-09-18,177.96,credit,UTILITY BILL FRANCO GROUP INV61035,"Garcia, Moss and Smith",Energy & Fuel,Debit Card,Company,EUR,Michele Williams,297617.56
2dc9f1d3-468a-4755-bb8f-e1c49d370bc6,fd927176-5586-4e36-94fa-9492225a1279,GB26WDEX84639855474355,2022-09-18,202.93,debit,TRANSFER FROM DEBRA ROGERS INV61918,Kelly PLC,Healthcare & Medical Expenses,Mobile Payment,Individual,EUR,Cristian Santos,28564.62
7bb31e16-14d2-45cb-bd89-4ce61135b76b,e4d41589-137b-4a96-abc2-f55a3791be8d,GB34LVXW86926179640537,2022-09-18,444.49,credit,DIRECT DEBIT MARTIN-ADKINS INV34299,"Conrad, Yates and Conway",Warehousing & Storage,Credit Card,Company,EUR,Gabrielle Davis,56154.32
ac2bd829-4585-426c-b5a7-30ed5178fb05,61c14993-85f9-4382-b785-03c53fd5047f,GB73MMWZ17662047196094,2022-09-18,537.46,credit,ONLINE PAYMENT DOUGLAS-MORROW ORDER ORD157620,"Gonzalez, Griffin and Moses",Utilities,Mobile Payment,Individual,EUR,Ryan Munoz,38789.59
3a03001a-4e40-4fe6-8bbc-ca1323780708,c31e570f-7a3b-43f3-be95-f4bd69723504,GB64KGVV13122068155839,2022-09-18,390.84,credit,PURCHASE SOTO-LYONS ORD974895,Shannon Group,Marketing & Advertising,Mobile Payment,Company,EUR,Lisa Hensley,384572.04
f85f0e21-1f04-4903-8ee2-02433d8a14dd,2720fa29-f494-4ff8-8d5e-d76924fb917d,GB54OEZO88957986872774,2022-09-18,108.85,debit,SEPA DD RIVERS-BROWN MANDATE MAND6267,Young Ltd,Security Services,Debit Card,Company,EUR,Ryan Munoz,209878.82
15e8886c-674b-4a60-8f5e-21058854206e,3b885f60-56d7-4204-ab1b-7e51b62e1ba8,GB94OJEM08805017164455,2022-09-18,944.62,debit,ONLINE PAYMENT COLE INC ORDER ORD358284,Campos-Ayers,Gifts & Donations,Debit Card,Individual,EUR,Jamie Arnold,12391.49
03777faa-c86c-4798-9c18-8ed672db0076,48ef1a62-0e47-4a8f-bcdb-b234f2947044,GB83CEIA56829962914504,2022-09-18,571.57,debit,TRANSFER TO ALBERT LARA GB56REEB77079780001099,"Clay, Mosley and Archer",Professional Services,Debit Card,Company,EUR,Noah Rhodes,376516.33
36890dff-fbd5-45a6-b121-b721fdba579c,eabc8764-e3f9-40c6-bea6-08ae6a7b9fb8,GB54OEZO88957986872774,2022-09-19,392.7,debit,"UTILITY BILL MURPHY, GUZMAN AND WHITE INV38901",Faulkner-Garcia,Travel & Hospitality,Credit Card,Company,EUR,Ryan Munoz,209486.12
9293b005-3bde-49c3-8d19-144e60e3eea7,00816912-1623-4e88-9d7b-e5cdb2ca042a,GB06CXJR70682778816093,2022-09-19,230.82,debit,TRANSFER FROM STEPHEN HAMPTON INV79687,Luna-Smith,Equipment & Maintenance,Credit Card,Company,EUR,Gabrielle Davis,93612.1
8dd7eab7-9d59-4dbe-9407-646106a645c1,e526bb86-486f-46b2-a456-d7f5c7dea99f,GB22WWSD94096105566139,2022-09-19,778.18,credit,PURCHASE CORTEZ AND SONS ORD272326,"Scott, David and Davis",IT & Cloud Services,Debit Card,Company,EUR,Connie Lawrence,67319.07
35f91835-1143-4cbb-955c-be8a16040cc7,f9beac4d-3928-459d-862c-5160d91fb228,GB96OLJZ33036541458685,2022-09-19,806.4,debit,ONLINE PAYMENT NEWMAN-CRUZ ORDER ORD319751,Herrera-Stephenson,Energy & Fuel,Mobile Payment,Company,EUR,Ryan Munoz,292568.7
ed2e25ae-ce01-48a6-a015-f803e7ba2306,665fef8a-bcd7-414b-824f-4c7d81d561a2,GB57QDXB54851017490753,2022-09-19,559.4,debit,"CREDIT STONE, HENRY AND BROWN SALARY MAY","Hunter, Nichols and Weber",Research & Development,Mobile Payment,Company,EUR,Noah Rhodes,473843.67
2a00930d-b7e4-49eb-86b6-c5a8115b4d5e,3b4757e5-b110-4482-bb90-4a84b38de0cb,GB22MDDC78006811492164,2022-09-19,828.12,debit,"CREDIT WHITE, BUSH AND CRAWFORD SALARY MARCH",Murphy LLC,Manufacturing & Raw Materials,Credit Card,Company,EUR,Abigail Shaffer,38934.15
260c5381-1859-4275-b8f2-390d38ebac56,71780a92-e6ee-4a72-8ad4-71e55be837b9,GB60QLHS07895677665754,2022-09-19,584.25,debit,TRANSFER FROM MATTHEW SOLIS INV76471,Brown-Anderson,Travel,Mobile Payment,Individual,EUR,Abigail Shaffer,34439.39
0c4146ff-7ef4-462e-ad78-0fa421299067,1d076a40-a7eb-47ca-af64-76800e4a56aa,GB55IEWO03120735647570,2022-09-19,302.47,debit,PAYMENT LYNN-GONZALEZ ORD385623,"Vega, Weeks and Abbott",Manufacturing & Raw Materials,Credit Card,Company,EUR,Michele Williams,194123.75
1c0547b7-60d9-4873-8922-24d5e1d53c46,ed9cc085-2591-4614-bc78-f27231b0d416,GB29ZJHB39117182278248,2022-09-19,538.55,credit,"UTILITY BILL SCHNEIDER, FLORES AND SHAH INV54913","Dennis, Mitchell and Schwartz",Utilities,Credit Card,Individual,EUR,Noah Rhodes,22792.34
dbf16424-4d25-4eff-a597-66c3d5974ad1,4d0aec94-f9c3-4587-b539-fa5003ee93a0,GB79PBJN22656766182512,2022-09-19,26.08,credit,TRANSFER TO RONALD OWENS GB85GFMT42734225414510,Short LLC,Warehousing & Storage,Credit Card,Company,EUR,Allison Hill,483393.39
4e174029-cc9d-44cc-b623-7b96b4d41da7,4006b093-e1a6-42d8-b2e4-6fcb8b6a12a7,GB13GWQN20448515791971,2022-09-19,350.45,credit,PAYMENT OLIVER-NORMAN ORD616470,Fuentes-Carr,Transportation,Mobile Payment,Individual,EUR,Abigail Shaffer,44623.71
f0755e44-e2da-4d4b-9b3a-aa9efd676ba1,d6a3d393-6f9e-4b19-b864-43cdc9b6ec87,GB20LWQM81225957244617,2022-09-19,115.26,debit,"SEPA DD BANKS, LAWRENCE AND RICHARD MANDATE MAND0149","Stewart, Wheeler and Myers",Travel,Mobile Payment,Individual,EUR,Abigail Shaffer,22655.56
3372b97f-5774-4445-b0c5-ed64e455f346,f8ebbd4f-c69c-49c4-abfd-15a7976344f0,GB26GWDV03032432983954,2022-09-19,987.47,credit,ONLINE PAYMENT SIMMONS PLC ORDER ORD797420,Brewer PLC,Personal Care,Debit Card,Individual,EUR,Dylan Miller,36455.86
95ae9fb2-6eba-4271-a6be-24228fbb7b4b,03c85720-86ec-4402-8d41-89a904cfd5e4,GB20JKMK22036849951542,2022-09-19,15.16,credit,CREDIT GIBSON-GONZALEZ SALARY MARCH,"Knox, Hernandez and Mcneil",Warehousing & Storage,Mobile Payment,Company,EUR,Daniel Wagner,159155.27
891c947c-5c74-4d2c-8d0b-797e7831c4c8,cddfdb44-74a4-4b77-a961-914d03f6101d,GB80AFNP55125427820797,2022-09-19,739.43,debit,UTILITY BILL MOORE-OLSON INV50376,"Lowe, Miller and Brown",Clothing & Accessories,Mobile Payment,Individual,EUR,Dylan Miller,29146.89
bfe72eac-8021-466e-b114-50b0fae7eed4,caadc89a-d7de-408e-81a7-b8a0c9195581,GB16ZEBZ70496110804661,2022-09-20,122.82,debit,CARD PAYMENT MCCULLOUGH-THOMPSON WEST KATIEBOROUGH,Moss PLC,Business Insurance,Credit Card,Company,EUR,Michele Williams,357805.3
224dee35-4148-4348-9e4a-bae6ce5353ee,7d930d5e-2175-4824-b7b8-bbce15312466,GB53EHMW23166587603669,2022-09-20,42.78,debit,TRANSFER FROM SONIA CARTER INV62241,"Garrett, Simpson and Ortega",Groceries,Mobile Payment,Individual,EUR,Allison Hill,34011.54
b866d3e5-8d2c-4e07-847b-d27699a9a061,7085e44d-8f29-4b2b-a581-368ef2d2926f,GB12TBNX59401399049027,2022-09-20,134.26,debit,ONLINE PAYMENT HAYES LLC ORDER ORD749287,Ponce Ltd,Marketing & Advertising,Credit Card,Company,EUR,Abigail Shaffer,353168.29
ddc13833-77b9-4edc-ad7d-90a84970d1b1,16b88d6d-8d37-41a0-b6d8-122aa33a97f3,GB96YBEG85037199051699,2022-09-20,40.22,credit,CARD PAYMENT COX-SCHAEFER EAST COLIN,"Olson, Powers and Phillips",Software & Subscriptions,Credit Card,Company,EUR,Noah Rhodes,466724.83
93a8a95f-875a-46c7-912c-88eb1e26f987,2fde73fc-c795-48c9-84e0-be6547c2a62d,GB76ZZZT65207446660993,2022-09-20,829.51,debit,"CARD PAYMENT SULLIVAN, RIVERA AND BUCHANAN PORT ROBERT",Brown Ltd,Insurance,Debit Card,Individual,EUR,Dylan Miller,38599.93
61c954b4-efff-4c1d-8aa4-8562c95e9f25,01f8379c-ac69-45f8-8e2f-f9a13cfb504d,GB11IFHY61032664214764,2022-09-20,603.65,debit,SEPA DD ROMAN LLC MANDATE MAND0712,Short Ltd,Equipment & Maintenance,Credit Card,Company,EUR,Connie Lawrence,343864.67
95d5e92f-9086-4775-bd98-e453e893bb7f,379c6ab3-9960-403f-afb5-5d937816a924,GB56MRPI03450541566765,2022-09-20,436.5,debit,"DIRECT DEBIT ALEXANDER, SMITH AND SMITH INV61247",Oconnor-Koch,Insurance,Mobile Payment,Individual,EUR,Ryan Munoz,30702.66
f6d9617f-8de6-4c10-b632-069b6aaef93a,2e50b512-956b-40ce-8aae-4f6ae0b61bab,GB02RZSI76973577907141,2022-09-20,156.83,debit,PURCHASE KAUFMAN-HUERTA ORD062958,Rodgers Group,Software & Subscriptions,Credit Card,Company,EUR,Monica Herrera,178600.93
a9dbd32b-fa0e-4833-a85e-32cf21333efd,be2d72f2-35af-47aa-89cb-be859e61fad2,GB30KNXQ18209679042271,2022-09-21,980.66,credit,TRANSFER TO ALLISON MORA GB11WSXP17214542014757,"Butler, Andersen and Long",Housing & Rent,Mobile Payment,Individual,EUR,Michele Williams,14583.83
988a2c29-62eb-48e8-af98-765aed4fac7b,31c9a3c0-b591-4d46-a888-d4bc8389d8f9,GB76AYVN44212146147683,2022-09-21,99.76,credit,DIRECT DEBIT VAZQUEZ AND SONS INV70267,"Gilmore, Pittman and Arellano",Recruiting & Hiring,Debit Card,Company,EUR,Daniel Wagner,243999.67
bb853daa-7888-4d4a-bda6-79e780a0084f,82fa80cf-f4ae-48a2-a67f-3560ec12e04f,GB07RITR25449481260422,2022-09-21,273.69,credit,CREDIT ENGLISH-HORTON SALARY FEBRUARY,Garrison-Johnson,Fitness & Wellness,Credit Card,Individual,EUR,Dylan Miller,27286.45
ccaf8899-d56e-46ac-92a7-99fd7605956c,3f34e342-2b2d-4cf1-a2b4-d731aac6cc2e,GB58WKBD98038287232440,2022-09-21,769.46,debit,PURCHASE MORGAN-FLYNN ORD221494,Soto-Sawyer,Education & Tuition,Credit Card,Individual,EUR,Noah Rhodes,29936.19
cffb6d8e-c616-4134-8b57-cf0ff183cef9,93768b1c-f6d6-4167-a9eb-03854e0a2ce6,GB61IEUT00185132797245,2022-09-21,326.28,credit,"SEPA DD RASMUSSEN, BRAY AND THOMAS MANDATE MAND7353",Baker Group,Utilities & Rent,Mobile Payment,Company,EUR,Noah Rhodes,462894.21
836a54c8-99a7-4cbb-9540-3483d9a51b80,d506c1c6-1ca5-4355-9a1d-590efde46953,GB32SURX68180978875439,2022-09-21,584.75,debit,"SUBSCRIPTION SMITH, HOGAN AND SHEPPARD INV87286",Simpson Group,Groceries,Debit Card,Individual,EUR,Dylan Miller,26624.9
3daca241-0485-47e9-b5f7-2788dc523185,804f3380-365b-40db-b5f8-7bef3947a072,GB55KJKR92975001701277,2022-09-21,92.4,debit,TRANSFER TO JIM FLYNN GB41BAZZ79651932185702,"Francis, Webster and Bailey",Childcare & Babysitting,Mobile Payment,Individual,EUR,Jamie Arnold,4304.08
5bdd0873-df2a-4ce0-924a-5807b46b99fa,7f74efd6-b5de-43dd-b26e-d14fdd8a1b46,GB87ZMYU48253110609209,2022-09-21,134.32,credit,SEPA DD DALTON AND SONS MANDATE MAND7127,Marks-Stewart,Healthcare & Medical Expenses,Credit Card,Individual,EUR,Angie Henderson,31960.88
d00b5567-0bac-4d49-920d-99747e9eea45,c06ec859-fbdb-4683-b95d-0ba2b11ff1d0,GB21XWEI47315847768634,2022-09-21,170.48,debit,"UTILITY BILL CASTILLO, QUINN AND ROMERO INV33199","Gutierrez, Clay and Torres",Professional Services,Mobile Payment,Company,EUR,Gabrielle Davis,47974.12
9ee2d3c8-4586-49b6-b78d-14286e955a21,8854afab-9dbd-4036-8142-cc7e609b8cfa,GB81ULUT55184269450053,2022-09-21,742.97,debit,"SEPA DD HILL, TORRES AND THOMAS MANDATE MAND7028",Jackson LLC,Recruiting & Hiring,Mobile Payment,Company,EUR,Dylan Miller,68386.34
4083a6a8-cf93-48d1-b4e3-d4a69ab805c7,3ac9252f-b346-4548-ad31-5830849384c3,GB20XXBW28385786527858,2022-09-21,466.86,debit,UTILITY BILL HUBBARD-MANNING INV86718,Santiago-Wheeler,Personal Care,Credit Card,Individual,EUR,Daniel Wagner,15927.51
0ed67993-f84f-4678-9297-a52214811801,4f83638b-76d7-4dae-a5e1-b599012d9356,GB12FPSR55241406029333,2022-09-21,48.45,credit,DIRECT DEBIT MARTIN PLC INV43386,"Diaz, Fox and Castillo",Financial Services,Debit Card,Individual,EUR,Lisa Hensley,8241.25
1ce21e7e-466a-4b5c-b46a-fb13c59a9a68,8bc6e5d1-e567-472d-8be3-963e7a3e979c,GB06ODQC33595616420595,2022-09-22,701.24,debit,SUBSCRIPTION NELSON-RODRIGUEZ INV41846,Jensen-Wright,Employee Benefits,Mobile Payment,Company,EUR,Angie Henderson,221626.43
613416e7-28b7-45fd-8e6e-df37da71db57,f6e67b9f-468e-43a7-adf0-c53e4dfa6a2e,GB82MZWL78759856420593,2022-09-22,732.34,debit,CREDIT BROWN AND SONS SALARY MARCH,"Smith, Cook and Ellis",Fitness & Wellness,Debit Card,Individual,EUR,Monica Herrera,40396.47
83e44f13-2959-45c1-b77e-6309570e9fa3,3b723a77-94f5-4c78-a59a-5d0c3056b473,GB10CVYA42752308370816,2022-09-22,184.23,debit,"SEPA DD RUSH, JOHNSON AND GARCIA MANDATE MAND8616",Hunt LLC,Office Supplies,Credit Card,Company,EUR,Dylan Miller,17539.23
a2af204f-2f5d-453d-be0b-ed18120c9dc5,0405427f-5510-4eae-928e-e5f5f70d5968,GB58EUQB92024286990413,2022-09-22,261.56,credit,"CARD PAYMENT BUCK, BENNETT AND GONZALEZ GILBERTVIEW","Murray, Allen and Brown",Utilities,Debit Card,Individual,EUR,Dylan Miller,2170.18
dbec0278-b64e-4f4b-803e-081b1b3ceadb,c0ccca51-7a6a-442f-aa70-baf4bc5ce9ad,GB61SZML22395590599293,2022-09-22,112.57,debit,SUBSCRIPTION JOHNSON LTD INV94673,Alvarado-Joseph,Recruiting & Hiring,Debit Card,Company,EUR,Ryan Munoz,266498.2
c6054161-fd38-496f-ba28-4ba51def72aa,b7e94ddf-31a5-4087-a246-50462e9b106a,GB12EOFB46537556464170,2022-09-22,185.1,credit,"PAYMENT DONOVAN, BROCK AND WHITAKER ORD133704",Mendez Ltd,Pet Care & Supplies,Debit Card,Individual,EUR,Michele Williams,48910.0
aa890d7b-0f55-4826-9b9d-d0a4923a9c3e,ea2bf732-2b80-4473-bf52-c4a28a0273aa,GB77DQVC02203173109678,2022-09-22,463.44,credit,TRANSFER TO AMANDA JOHNSON GB02ATGU01463782520865,Odonnell-Garcia,Professional Services,Mobile Payment,Company,EUR,Dylan Miller,169385.91
856b3053-d004-446f-b710-44a005687002,cca01f0d-2ad6-47bf-8ddf-d9e5756d0f90,GB52NHTH82761539669583,2022-09-22,698.97,credit,"SUBSCRIPTION FISHER, SMITH AND KING INV34635",James Group,IT & Cloud Services,Credit Card,Company,EUR,Michele Williams,298316.53
d9b04147-10ed-4500-a14f-b4ada929ff73,7ad54838-7f4b-499d-bd50-ee56d1f751df,GB13MWRH41559991015767,2022-09-22,274.96,credit,"CARD PAYMENT SCOTT, ADAMS AND GATES SHANNONBURGH",Berg LLC,Business Insurance,Mobile Payment,Company,EUR,Monica Herrera,169258.88
3fc39402-00c8-4d7a-9d9c-f5e8008bb736,dd8d4717-cd5d-4146-a4af-c1a0a24ea6f1,GB06ANGW24241541520643,2022-09-22,459.14,debit,"SEPA DD HERNANDEZ, ALLEN AND KNOX MANDATE MAND4449",Deleon-Moody,Clothing & Accessories,Debit Card,Individual,EUR,Cristian Santos,15646.18
52343c64-a2b1-4d81-afa4-6765bb3d619e,f3655d75-f658-4c55-9b5b-0681aa47a783,GB16OSBX14754692632967,2022-09-22,576.47,credit,SEPA DD WATERS LLC MANDATE MAND5337,Williamson-Schmidt,Travel & Hospitality,Mobile Payment,Company,EUR,Daniel Wagner,24927.1
5022300b-ceea-45bd-b007-14cc4b8e4610,cefb90d4-70a7-463f-b3d5-4656ab51f879,GB35UJYA35533803396852,2022-09-22,881.78,debit,"PURCHASE WILLIAMS, MITCHELL AND CRAWFORD ORD686301","Jones, Bates and Hernandez",Utilities,Debit Card,Individual,EUR,Angie Henderson,7270.07
367542e3-8ec9-4f7f-a23b-2af7c3c768ad,240fd6ea-cb83-485c-9711-6942508be3a9,GB59TJLD47541022526771,2022-09-22,45.28,debit,"CREDIT KING, SINGH AND MCCORMICK SALARY MARCH",Valencia LLC,Travel,Mobile Payment,Individual,EUR,Daniel Wagner,14719.33
